Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:0fajMX89sy4Z2fGq2GxxHq,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,1,My fave from Avenue Q!,f8f67be9c56c43198bcc499ca670d271
spotify:track:0paMRnR0hqdz8nmInYZrbM,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,0,NOPE,f8f67be9c56c43198bcc499ca670d271
spotify:track:10Igtw8bSDyyFs7KIsKngZ,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,0,"Oh man. I ADORE Lil Dicky. But Chris Brown is a domestic abuser, so........",f8f67be9c56c43198bcc499ca670d271
spotify:track:25geEOM4DBe1qtEgzPCmkx,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,0,Where were the words?,f8f67be9c56c43198bcc499ca670d271
spotify:track:2J6QxPB7kFgwQbLE2Ip9Ql,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,2,"I do love this song. Not sure if it's was Ben's submission or not, but it wasn't me that ripped him off this time! :D",f8f67be9c56c43198bcc499ca670d271
spotify:track:2scmuBEKCDn4ofQrckKTrh,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,1,MIKE I'M GIVING YOU POINTS THIS TIME!,f8f67be9c56c43198bcc499ca670d271
spotify:track:2YlvfqVDbz2MI2pkDkOF38,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,0,"Couldn't get past the discomfort, sorry. :/",f8f67be9c56c43198bcc499ca670d271
spotify:track:2YQra3dpR7AW95m9io344e,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,2,"Oh man, I thought Paddy submitted a different one. But this was great! :D And if it wasn't his, someone just meta wrecked him. ",f8f67be9c56c43198bcc499ca670d271
spotify:track:3O9nQmCkiA2VUAqQpkJZhD,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,2,BEST LONELY ISLAND SONG,f8f67be9c56c43198bcc499ca670d271
spotify:track:4frbhhEDHC4oiolMbWynrF,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,2,"My 3rd fave Flight of the Conchords! ""My lyrics are bottomless....."" is one of my favorite lyrics of all time.",f8f67be9c56c43198bcc499ca670d271
spotify:track:4YidEz8xGN9NZeUXFc94yw,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,0,"I ran out of points and had to give them to my fave Avenue Q song, sorry!",f8f67be9c56c43198bcc499ca670d271
spotify:track:50Cf2eYv8zT3v2HAkwhIiL,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,1,DANG IT. I AM AT TWELVE POINTS. I NEED MORE. Took 1 from Schadenfreude and 1 from Homecoming Queen for the record. Blame grandma. Then I took one away because this version isn't as good as the live one somehow.,f8f67be9c56c43198bcc499ca670d271
spotify:track:5CslBpqXgAFxHwRMaR06gT,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,0,This one went over my head. I'd love an explanation about the LOL part!,f8f67be9c56c43198bcc499ca670d271
spotify:track:5HOpkTTVcmZHnthgyxrIL8,b1d3b6bb237f476daab860bce327dbd6,2022-06-29T00:41:20Z,0,"Give that wolf a banana is a better version of this song, sorry Keith!",f8f67be9c56c43198bcc499ca670d271
